Iris-setosa (Class 0),Iris-versicolor (Class 1),Iris-virginica (Class 2),accuracy,macro avg,weighted avg
1.0,1.0,0.9166666666666666,0.9777777777777777,0.9722222222222222,0.9796296296296295
1.0,0.9444444444444444,1.0,0.9777777777777777,0.9814814814814815,0.9777777777777777
1.0,0.9714285714285714,0.9565217391304348,0.9777777777777777,0.975983436853002,0.9779434092477569
16.0,18.0,11.0,0.9777777777777777,45.0,45.0
